PATENTE,A_FABRICACION,MARCA,MODELO,COLOR,TIPO_VEHICULO
FYPK99,2000,MERCEDES BENZ,2538,ROJO PLOMO,5
GDYW44,2014,TOYOTA,32 8FG30,NARANJO,17
GKBF75,2004,MERCEDES BENZ,ATEGO,BLANCO,5
GLKT68,2006,VOLVO,FM 12,BLANCO,36
GLKV62,2005,MAZDA,VERISA,CELESTE,29
GPPY89,2014,TOYOTA,8FBN20,NARANJO,17
GRCY25,2017,RANDON,SR BA AB 03 20,BLANCO,28
GRGK51,2017,RANDON,SR PT CS 0330,NEGRO,28
GXXL62,2015,JOHN DEERE,770G,AMARILLO,17
GXZP46,2009,HYUNDAI,PORTER,AZUL,6
GXZP56,2007,MAZDA,MPV,BLANCO,29
GZTR33,2015,SUBARU,XV AWD CVT,GRIS OSCURO ME,29
GZZC61,2015,NEW HOLLAND,B90B,AMARILLO,17
HCSG95,2014,NISSAN,NAVARA,GRIS,6
HCSP98,2001,HYUNDAI,STAREX,DORADO GRIS,29
HFGL10,2011,VOLVO,FH,BLANCO,36
HFGL11,2010,VOLVO,FH 12,BLANCO,36
HFWS29,2011,CHEVROLET,EQUINOX,GRIS,29
HGCT20,2015,CHEVROLET,SAIL II,PLATEADO PLATA,2
HGKZ15,2018,GOREN,R2 N 18 9,GRIS VERDE,25
HGKZ17,2018,TREMAC,SRTP 13,GRIS,28
HGKZ18,2018,RANDON,SR PT CS,NEGRO,28
HHWK90,2009,VOLVO,FH 12,BLANCO,36
HHWL24,2009,HYUNDAI,SONATA,NEGRO,33
HKGT29,2016,FORD,EDGE 2.0 AUT,ROJO,29
HKTP20,2008,RENAULT,PREMIUM 450 DXI,BLANCO,36
HLGC10,2016,FREIGHTLINER,CL 120,BLANCO,36
HSZT43,2009,VOLVO,VNL64T,BLANCO,36
HSZT61,2002,HYUNDAI,STAREX,DORADO,29
HSZV97,2006,NISSAN,SERENA 2.0 AUT,BLANCO,29
HTTX13,1991,NISSAN,ATLAS,BLANCO,5
HVTR95,2002,VOLVO,FH 12,AMARILLO,36
HVZY66,2016,JOHN DEERE,770G,AMARILLO,17
HXDK89,2021,FAMEDI,SRF-FMD,BLANCO,28
HXVZ90,2016,HYUNDAI,MIGHTY,BLANCO,5
HYSH62,2014,VOLVO,FH 16,NEGRO,36
JA3607,1989,MONTENEGRO,SP-3-12500,BLANCO,28
JA3697,1997,GOREN,S-M,BLANCO,28
JA3698,1992,HECHIZO,HECHIZO,AZUL,28
JA3699,1981,MONTENEGRO,PLANO,ROJO,28
JA3756,2001,RANDON,SR-PT-CS0330,GRIS,28
JA3783,1994,FLATBED,S/M,BLANCO,28
JA3989,1998,TRAILMOBILE,01 AD-1RAL,BLANCO,28
JB9838,1993,RODOVIARIA,SR CSMT0335,ROJO,28
JBGG67,2003,HYUNDAI,PORTER,BLANCO,6
JBGK66,2011,VOLVO,FH12,AZUL,36
JC1304,2003,RANDON,166930 SR-PT,GRIS,28
JCCB95,2018,CHEVROLET,NEW DMAX CC,ROJO,6
JCHL79,2016,SDGL,LG938,AMARILLO,17
JD5699,1981,BUDD,PLANO,ROJO,28
JD5751,1992,GOREN,S/M,ROJO,28
JDGF85,2010,VOLVO,FH,BLANCO,36
JDGT93,2001,HYUNDAI,STAREX 2.5,PLATEADO PLATA,29
JE3700,2005,RANDON,SR PT CS 02 28,GRIS,28
JE3731,2002,SCHMITZ,RIO,BLANCO,25
JE3788,2000,PACTON,SPD25 2,AZUL,28
JG1609,2006,UTILITY,REEFER SLWC,BLANCO,28
JG1616,2011,GOREN,R 2 M 18 9,VERDE,25
JG1617,2011,GOREN,R 2M,VERDE,28
JG1618,2011,GOREN,SRT 3M 30 8,ROJO,28
JG1625,2011,RANDON,SR BA AB,BLANCO,28
JG1636,2011,MACHILE,SRV-20M3,BLANCO,28
JG1743,1999,UTILITY,MEAT,BLANCO,28
JG1772,2016,GOREN,R2 N 18 9,GRIS VERDE,25
JG1871,2007,RANDON,SR PTCS 0228,GRIS,28
JG7465,2005,RANDON,SR CT RB 03 45,AZUL,28
JG9134,2005,SOLMET,SM,BLANCO,25
JG9150,1998,TRAILER,EMPETY FMYM,BLANCO,28
JG9189,2010,MACHILE,SRV 20M3-3E,BLANCO,28
JG9269,2010,TREMAC,SRTT 20 3S,AZUL,28
JG9286,2010,TREMAC,SRTT,AZUL,28
JG9317,2002,OTAEGUI,S/M,BLANO,28
JG9324,2005,FRUEHAUF,48,VERDE,28
JG9354,2009,LECITRAILER,S/M,GRIS ROJO,28
JG9424,2010,BENALU TIPPER,S/M,AZUL,28
JGZC85,2017,VOLVO,FH,AMARILLO,36
JH1118,2011,RANDON,SR PT CS 0330,NEGRO,28
JH5103,2013,TREMAC,SRTP 13 0.3 R,AZUL,28
JH5181,2002,BARTOLETTI,S/M,ROJO,28
JH5187,2015,RANDON,SR PT CS 0330,NEGRO,28
JH5205,2013,LECIÑENA,SRV2E,BLANCO,28
JH5271,2017,RANDON,SR PT CS 0330,NEGRO,28
JHKW90,2012,VOLVO,FH,BLANCO,36
JJ7216,2009,MACHILE,SRV 203E,BLANCO,28
JK2936,2013,RANDON,SR PT CS 0330,NEGRO,28
JK5642,2010,RANDON,SR PT CS 0330,GRIS,28
JK6689,1999,ORIENT,NO REGISTRA,ROJO,28
JK7066,2010,RANDON,SR BA AB 03 20,BLANCO,28
JK8118,2010,RANDON,SR BA AB 03 20,BLANCO,28
JK8135,2010,RANDON,SR BA AB 03 20,BLANCO,28
JKP018,2006,SUZUKI,SKYWAVE 0,BLANCO,21
JL4751,2011,RANDON,SR BA AB 0320,BLANCO,28
JL9592,2012,TREMAC,SRTP 13.5 3R,ROJO BLANCO,28
JLTJ55,2009,HYUNDAI,AVANTE,PLATEADO,2
JLVB11,2010,VOLVO,FH,BLANCO ROJO,36
JN1456,2015,ROMERO,JR,ROJO GRIS,28
JN6549,2013,RANDON,SR PT CS 0330,NEGRO,28
JN6588,2013,RANDON,SR PT CS 02 30,NEGRO,28
JN7468,2013,RANDON,SR PT AU 03 30,NEGRO,28
JN7548,2013,RANDON,SR PT CS 0330,NEGRO,28
JN7557,2013,RANDON,SR BA 03 20,BLANCO,28
JPWZ74,2008,VOLVO,FH13,BLANCO AZUL,36
JPXG12,2015,CHEVROLET,EQUINOX 2.4 AUT,BLANCO,29
JSGW78,2017,VOLVO,FH,AMARILLO,36
JSGW79,2017,VOLVO,FH,AMARILLO,36
JSJF62,2014,HAMM,3411,NARANJO,17
JSVG36,2004,MERCEDES BENZ,ATEGO 815,BLANCO,5
JTGB71,2017,SDLG,LG933L,,17
JTSX32,2008,HONDA,FIT,VIOLETA MORADO,29
JXSL52,2018,VOLVO,FH,AMARILLO,36
JYSZ88,2010,VOLVO,FH 13,BLANCO,36
JZRY15,2018,IVECO,TECTOR,BLANCO,5
KCBD92,2013,VOLVO,FH 12,ROJO,36
KCKG62,2018,NEW HOLLAND,L218,AMARILLO,17
KCSJ83,2008,MAZDA,MPV,PLATEADO,29
KDGY36,2021,RECSOLD,SRTT 12 3,AZUL,28
KDKS31,2021,RANDON,SR PT CS 0330,NEGRO,28
KGWV71,2005,VOLVO,FH 16,BLANCO,36
KHVS97,2014,VOLVO,FH,BLANCO,36
KHVT45,2007,KIA MOTORS,BONGO III,BLANCO,6
KJTZ28,2010,NISSAN,TIIDA,ROJO,29
KJVG75,2009,MAZDA,MPV,NEGRO,29
KPPZ24,2018,VOLVO,FH,AZUL,36
KT8193,1983,MERCEDES BENZ,2228,VERDE CLARO,5
KTCC66,2019,VOLVO,FH,AMARILLO,36
KVLL99,2019,HYUNDAI,ACCENT,BLANCO,2
KWVW86,2012,MAZDA,DEMIO 1.3 AUT,BLANCO,29
KYDG49,2016,CHEVROLET,TRAX,ROJO,29
KYDG91,2012,VOLVO,FH13 M,AMARILLO,5
KYDH44,2007,MAZDA,DEMIO,CAFE MARRON,2
KYDH51,2012,VOLVO,FH13,BLANCO,5
KYDS34,2015,VOLVO,FH,NARANJO NARANJA,36
KYLK74,2020,RANDON,SR PT CS 0330,NEGRO,28
KYLR97,2008,UTILITY,REEFER,BLANCO,28
LBFF66,2007,MAZDA,VERISA,BLANCO PERLA,2
LBFJ78,2012,SUZUKI,SWIFT,NEGRO,2
LDTR14,2007,GMC,T 7500,BLANCO,5
LDTT43,2016,CHEVROLET,TRAX,BLANCO,29
LFXC25,2013,KIA MOTORS,BONGO III,BLANCO,6
LGXC58,2012,SUZUKI,SX4,PLATEADO,29
LHKS34,2004,SCANIA,R 124 L,BLANCO,36
LHKT38,2010,MAZDA,AXELA,BLANCO PERLA,2
LHLZ23,2019,KOMATSU,FG30T 17,AMARILLO,17
LPKR71,2019,SDLG,LG 918,AMARILLO,17
LRSR59,2019,SDLG,LG 918,AMARILLO,17
LRTX69,2014,HYUNDAI,SANTA FE,GRIS,29
LSWH55,2010,CHEVROLET,CAPTIVA,BLANCO,29
LSWX38,2013,VOLVO,FH,BLANCO ROJO,36
LTGX64,2020,JCB,3CX 4X4,AMARILLO,17
LVRY90,2018,MERCEDES BENZ,ATEGO,CELESTE,5
LVSD35,2013,VOLVO,FH13,CELESTE,36
LVST36,2005,KIA MOTORS,SPORTAGE,ROJO BURDEO,29
LVVL58,2012,KIA MOTORS,SPORTAGE,PLATEADO,29
LVVR87,2011,NISSAN,DUALIS,PLATEADO PLATA,29
LW9545,2007,TOYOTA,328FG25,NARANJO,17
LWLK33,2020,TOYOTA,HILUX DCAB 4X4 4P 2.4,ROJO METALICO,6
LXFS52,2020,DIFONT,B500TT CC,VERDE,17
PBRY78,2009,VOLVO,FH,AZUL,36
PBSD19,2007,HYUNDAI,E MIGHTY,BLANCO,5
PBST33,2007,HONDA,CROSSROAD 1.8 AUT,BLANCO,29
PBST93,2017,JEEP,WRANGLER,GRIS,29
PBSV81,2014,HONDA,FIT,BLANCO PERLA,29
PBTR51,2012,KIA MOTORS,BONGO III,AZUL,6
PC9243,1985,HONDA,CIVIC 1.5,BEIGE,2
PCXF77,2020,TOYOTA,HILUX DCAB DX,ROJO METALICO,6
PFBX20,2020,MAHINDRA,KUV 100 HATCHBACK 1.2,NARANJO,2
PFPP43,2010,KIA MOTORS,BONGO 3 2.9,BLANCO,6
PFPY81,2011,VOLVO,FH,ROJO,36
PFPZ41,2011,SUZUKI,SWIFT,NEGRO,2
PFRD13,2010,HONDA,FREED,GRIS,29
PFRD25,2011,HONDA,FIT,BLANCO,29
PJWC38,2021,SDLG,LG 918 0,AMARILLO,17
PKKT20,2018,VOLVO,FH,BLANCO,5
PKKX73,2016,VOLVO,FH,BLANCO,5
PLFG39,2014,VOLVO,VNL 670,VERDE,36
PLGR77,2021,HYUNDAI,ROBEX 220LC 9S,AMARILLO,17
PLGR81,2021,HYUNDAI,ROBEX 220LC 9S,AMARILLO,17
PLSH94,2009,MAZDA,DEMIO,CELESTE,2
PPJW93,2012,HONDA,FIT,NEGRO,2
PRPK75,2012,MAZDA,DEMIO,BLANCO PERLA,2
PRPP54,2009,NISSAN,X TRAIL 2.0,GRIS,29
PRZR89,2010,VOLVO,FH 13 AUT,BLANCO,36
PSDZ15,2012,HONDA,FIT,GRIS,29
PSZY97,2021,SDLG,LG933L,AMARILLO,17
PTCG82,2006,HYUNDAI,TUCSON,NEGRO,29
PWVG85,2024,INOXMAQUEHUA,ESTANQUE,ROJO MANDARIN,28
PWWD88,2022,INOXMAQUEHUA,ESTANQUE,ROJO MANDARIN,28
PYGJ12,2010,MITSUBISHI,COLT,BLANCO,29
PYTL86,2007,VOLVO,FL,BLANCO,5
PYTT78,2012,KIA MOTORS,SPORTAGE,BLANCO,29
PZDV24,2012,VOLVO,VNL,BLANCO,36
PZFB49,2005,KIA MOTORS,SPORTAGE,PLATEADO,29
RBKK30,2021,HELI,CPQYD30 RC1H,NARANJO GRIS,17
RBZT27,2010,SSANGYONG,ACTYON,AZUL,6
RCGT69,2010,MAZDA,DEMIO,BLANCO,2
RCGV42,2017,HYUNDAI,AVANTE 1.6 AUT,BLANCO,2
RCSP66,2014,RENAULT,T340,BLANCO,36
RDVG43,2001,VOLVO,FH12,VERDE,5
RFRL87,2010,MAZDA,MPV,BLANCO,29
RGVK82,2013,HYUNDAI,SANTA FE,PLATEADO,29
RGVV47,2010,HONDA,FIT,PLATEADO,29
RHGS10,2010,KIA MOTORS,SORENTO,GRIS PLOMO,29
RHKV76,2022,CHEVROLET,GROOVE 1.5L PRIMIER MT N,GRIS METALICO,29
RJZY22,2012,HYUNDAI,GRAND STAREX 2.5,NEGRO,19
RKSX46,2017,FORD,EXPLORER 3.5 AUT,BLANCO,29
RKSZ39,2021,HELI,CPQYD35-RC1H 2.5 CC,NARANJO GRIS,17
RLPF26,2013,VOLVO,FM,BLANCO,5
RP5063,1997,FORD,FIESTA LX 1.3,ROJO LISO,2
RPZS94,2022,NEW HOLLAND,B90B3F,AMARILLO,17
RR3027,1997,VOLVO,FH 12,BLANCO,36
RRCD20,2007,JEEP,GRAND CHEROKEE LIMITED,NEGRO,29
RSCF32,2010,MITSUBISHI,PAJERO,NEGRO,29
RSXF16,2014,NISSAN,NOTE 1.2 AUT.,NEGRO,29
RSXF19,2012,NISSAN,JUKE 1.5 AUT,NEGRO,29
RSXF33,2017,HYUNDAI,TUCSON 1.7 AUT,GRIS GRAFITO,29
RVJP35,2019,JEEP,COMPASS 2.4 AUT,NARANJO NARANJA,29
RVXV57,2013,MAZDA,DEMIO,ROJO BURDEO,29
RVXV93,2014,VOLVO,FH,BLANCO VERDE,36
RVXV94,2015,VOLVO,FH,GRIS,36
RW2622,2007,TOYOTA,32-8F625,NARANJO,17
RXVB34,2011,NISSAN,JUKE 1.5 AUT,BLANCO PERLA,2
RZRD81,2011,CADILLAC,ESCALADE 6.2 AUT,NEGRO,29
SBCR44,2022,MAZDA,CX 30 2.0 TA 2WD,GRIS METALICO,29
SBRX63,2017,KIA MOTORS,MORNING 1.0 AUT,BLANCO,2
SDZK76,2005,VOLVO,FM12,BLANCO PLOMO,5
SKFF38,2016,KIA MOTORS,BONGO III 2.5,AZUL,6
SLBG93,2014,VOLVO,FH,ROJO GUINDO,36
SPDV26,2011,VOLVO,FH,BLANCO,36
STP063,2022,HONDA,XR190L,NEGRO,21
SWFS99,2023,CHEVROLET,SILVERADO 5.3L TB AT4WD P,PLATEADO PLATA,6
SWFX15,2006,MERCEDES BENZ,ATEGO 1223,BLANCO,5
SWFY10,2013,SUZUKI,SWIFT,NEGRO,29
SWFY41,2015,VOLVO,VNL630,BLANCO,36
SWFY86,2016,VOLVO,FH,BLANCO,36
SWJW87,2014,MAZDA,AXELA,BLANCO PERLA,2
SXFS40,2024,HELI,CPD30 GB2LIM,NARANJO GRIS,17
SXJH36,2015,HYUNDAI,PORTER II 2.5,BLANCO,6
SYPC22,2014,LAND ROVER,RANGE,AZUL,29
SYPF91,2009,AUDI,TT,PLATEADO,2
SYPJ76,2018,DODGE,RAM 1500 3.6 AUT,ROJO,6
SZBG86,2024,VOLVO,FH,AMARILLO,36
TBLZ51,2013,SUBARU,IMPREZA,BLANCO PERLA,29
TBPB48,2017,JEEP,CHEROKEE 3.2 AUT,GRIS,29
TDGJ64,2013,VOLVO,FL240,CELESTE,5
TDGW89,2014,HYUNDAI,PORTER II,AZUL,6
TGSV28,2014,MINI,COOPER,AZUL,2
TGSW91,2013,HYUNDAI,I30,BLANCO,29
TGSX97,2018,HYUNDAI,SONATA,PLATEADO,2
TGSY11,2020,MAZDA,CX5 2.2 AUT,GRIS,29
TGTB30,2015,JEEP,WRANGLER,BLANCO,29
TGTD96,2016,LAND ROVER,DISCOVERY SPORT 2.0 AUT,BLANCO,29
TGTG53,2013,KIA MOTORS,SPORTAGE 2.0,GRIS,29
TGTG54,2011,HYUNDAI,TUCSON,AZUL,29
TGTG56,2015,MAZDA,DEMIO,CELESTE,2
TGTG62,2025,VOLVO,FH,AMARILLO,36
TGTG73,2012,HYUNDAI,SANTA FE 2.0 AUT,BLANCO,29
TGTG88,2014,SUZUKI,SWIFT 1.3 AUT,ROJO,2
TGTG94,2015,CHEVROLET,CAPTIVA 2.0 AUT,BLANCO,29
TGTG96,2010,HYUNDAI,MIGHTY 3.9,BLANCO,5
TGTG98,2018,FORD,ECOSPORT,PLATEADO,30
TGTP48,2011,FORD,EXPLORER 3.5 AUT,NEGRO,29
TJJX63,2012,HONDA,FIT,NEGRO,29
TJJX66,2014,MAZDA,CX5 2.2 AUT,ROJO BURDEO,29
TLJK35,2016,HYUNDAI,PORTER II 2.5,BLANCO,6
TT0243,2007,YAMAHA,V-STAR,ROJO,21
TTK092,2019,YAMAHA,YZF R3 300CC,NEGRO,21
TX3306,2000,MAZDA,B2500 DC SDX 4X4,PLATEADO,6
UL7983,1995,MERCEDES BENZ,914,VERDE,5
UP3266,2002,FREIGHTLINER,EL 112,BLANCO,36
UP4113,1990,MERCEDES BENZ,1617CK,GRIS,5
VB6615,1991,MERCEDES BENZ,1320,BLANCO/SALMO,5
VL4271,1997,INTERNATIONAL,9400,AZUL,36
VR9499,1995,MERCEDES BENZ,914,ROJO,5
WA4185,2006,HYUNDAI,TERRACAN F-L GL 2AB,NEGRO,29
XB6825,2003,FORD,C 915,ROJO,5
YL4157,2007,SUZUKI,AERIO,PLATEADO PLATA,29
YL4330,2007,TOYOTA,42 7FG20,NARANJO ANARANJ,17
YL4643,1997,TOYOTA,SPACIO,VERDE,29
ZE4314,2000,FREIGHTLINER,FLC 12064,BLANCO,36
ZE5464,2001,FREIGHTLINER,FLC 12064ST,BLANCO,36
ZE7784,2003,VOLVO,FH 12,CELESTE BLANCO,36
ZW8234,2003,FREIGHTLINER,CENTURY,CELESTE,36
ZZ6410,1996,HONDA,CIVIC,PLATEADO,2
ABD657,1996,ELDDIS,ELF,BLANCO,10
BBWG75,2008,MACK,CT 713,BLANCO,5
BCYL83,2011,CHEVROLET,CRUZE,GRIS OSCURO,2
BFBF54,2008,CHEVROLET,AVEO II LT HB 5P 1.4 MTAC,ROJO SUPER,2
BFBL11,2002,HYUNDAI,PORTER,AZUL,6
BFDV49,2008,MERCEDES BENZ,ATEGO 1518/48,BLANCO,5
BKGS77,2008,MERCEDES BENZ,SPRINTER,BLANCO ARTICO,3
BLVK96,2000,FORD,FOCUS,AZUL,2
BRGX46,1999,VOLVO,FH 12,AMARILLO,5
BRKB14,2009,VOLVO,FM 13,AMARILLO,5
BSCR54,1995,TOYOTA,GRANVIA,AZUL,29
BTJG16,2008,VOLVO,FM,ROJO BLANCO,5
BTKB67,2008,FREIGHTLINER,ARGOSY,BLANCO,36
BTKB68,2008,FREIGHTLINER,ARGOSY,BLANCO,5
CBZX56,2000,TOYOTA,PLATZ,GRIS,2
CGRP98,1999,SCANIA,P 94,NARANJO,5
CGRW73,2004,VOLVO,FH 12,CAFE,5
CGTC97,2007,FREIGHTLINER,COLUMBIA,BLANCO,36
CHYC75,1999,VOLVO,VNL64T,BLANCO,36
CJKP89,2010,VOLVO,FH,AZUL,36
CJLH73,2010,MAHINDRA,PIK UP XL D/C 4X2 CRDE,ROJO,6
CJTC55,2004,FREIGHTLINER,T120064 ST,BLANCO,36
CKYJ34,2010,VOLVO,FM,AMARILLO,5
CPVV98,2011,MACK,GU 813 AUT,BLANCO,5
CSJW91,2006,CHEVROLET,EQUINOX,BLANCO,29
CVBR83,1997,SSANGYONG,KORANDO,NEGRO,29
CVBT38,1999,MAN,8-163,AZUL,5
CWDK54,2003,HYUNDAI,SANTA FE,BLANCO,29
CXBY68,2008,VOLVO,FH 12,BLANCO,36
CXKB99,2011,JOHN DEERE,544K,AMARILLO,17
CXKW66,2011,VOLVO,L120F,AMARILLO,17
CYTT49,2011,HYUNDAI,ACCENT GL PS 1.4,BLANCO,2
CZVT68,2002,KENWORTH,T2000,ROJO,36
CZVT82,2008,VOLVO,FH 12,ROJO,36
DBVC33,1995,CHEVROLET,CAMARO,ROJO,2
DCKB49,2005,VOLVO,VNL64T,BLANCO,36
DLBZ91,2012,NISSAN,NAVARA DCAB,ROJO INTENSO,6
DRGX19,2005,HYUNDAI,PORTER,AZUL,6
DSVL22,2002,VOLVO,FH 12,BLANCO CELESTE,5
DWCS24,2006,HYUNDAI,BONGO III,BLANCO,6
DYGX34,2012,KOMATSU,FD30T 17,AMARILLO,17
DZCJ67,2004,HINO,DUTRO,BLANCO,5
FCSY68,2002,NISSAN,CONDOR 4.6 CC,BLANCO,5
FGVZ12,2013,JAC,URBAN HFC 1035,BLANCO,5
FJTL77,2013,VOLVO,FH,BLANCO,5
FKBF68,2003,MERCEDES BENZ,ACTROS 2536,NARANJO,36
FPCL60,2005,HONDA,FIT,NEGRO,2
FPPH87,1992,FORD,L7000,BLANCO,36
FPXT49,2011,VOLVO,FM 13,AMARILLO,5
FRKR54,2013,CHEVROLET,NKR 512 E 4,BLANCO,5
FSSL16,2013,FREIGHTLINER,M2 106,AMARILLO,5
FSSL17,2013,FREIGHTLINER,M2 106,AMARILLO,5
FSSL18,2013,FREIGHTLINER,M2 106,AMARILLO,5
FSST63,2005,ISUZU,FORWARD,BLANCO,5
FSWV62,2007,CHEVROLET,CAPTIVA,PLATEADO,29
FTSY76,2001,HYUNDAI,TERRACAN 4X4 2.5,PLATEADO,29
FVFW39,2007,MAZDA,DEMIO,AZUL,2
FVPX89,2013,FREIGHTLINER,M2 106,AMARILLO,5
FVPX90,2013,FREIGHTLINER,M2 106,AMARILLO,5
FVPX92,2013,FREIGHTLINER,M2 106,AMARILLO,5
FXDK39,2002,TOYOTA,FUNCARGO,GRIS,29
FYVZ86,2014,CHEVROLET,NKR 512 E4,BLANCO,5
GBYC71,2010,KIA MOTORS,LOTZE,NEGRO,33
GDWV51,2014,JCB,JCB 225,AMARILLO,17
GDWV52,2014,JCB,436ZX,AMARILLO,17
GFFX71,2014,FREIGHTLINER,M2 106,BLANCO,5
GGFD43,2006,VOLVO,FH 13,ROJO,36
GGXF95,2014,VOLVO,FM X,AMARILLO,5
GHXW31,2014,CHEVROLET,NKR 612 E4,BLANCO,5
GJHW14,2007,SUZUKI,SWIFT,GRIS,29
GLLW48,2011,FREIGHTLINER,COLUMBIA,BLANCO,36
GRCH15,2016,RANDON,SR PT CS 0330,NEGRO,28
GRDZ68,2017,RANDON,SR PT CS 0330,NEGRO,28
GRFZ13,2002,PACTON,T3 002,ROJO,28
GRGY49,2016,GREAT DANE,SR REEFER CL MEAT RAIL,BLANCO,28
GRGY50,2016,GREAT DANE,SR REEFER CL MEAT RAIL 48,BLANCO,28
GRHR20,2018,GOREN,SR 3M 30,GRIS ROJO,28
GRHZ95,2019,GOREN,SR 3M 30 13.5,BLANCO,28
GSHL62,2002,HYUNDAI,PORTER,BLANCO GRIS,6
GSXG73,2001,INTERNATIONAL,4700,BLANCO,5
GTJW10,2006,GMC,4000,BLANCO,5
GWKS89,2015,JOHN DEERE,310K,AMARILLO GRIS,17
GWWX45,2015,MERCEDES BENZ,ATEGO,BLANCO,5
GXTJ99,2015,VOLVO,FM X,AMARILLO,5
GYPC68,2015,VOLVO,FM X,AMARILLO,5
GZZF67,2006,HYUNDAI,SANTA FE,NEGRO,29
GZZV11,2007,KIA MOTORS,SPORTAGE,GRIS,29
GZZV39,2008,VOLVO,FH 16,BLANCO,36
HCLL35,2015,VOLVO,FM X,AMARILLO,5
HCSH43,2007,VOLVO,FH12,BLANCO,36
HFBH58,2015,VOLVO,FH,BLANCO,36
HFWT36,2005,VOLVO,FH 12,BLANCO,5
HGJP14,2021,GOREN,SR 3M 14.4,ROJO,28
HGJP22,2021,RANDON,SR PT CS 0330,NEGRO,28
HGJP35,1999,TRAILMOBILE,FRIGORIFICO,BLANCO,28
HGJP52,2022,BARRAZA,LB2020,ROJO,28
HGKS27,2003,UTILITY,VS2RA,BLANCO,28
HGKZ11,2018,RANDON,SR-PT-03-30,NEGRO,28
HGKZ46,2015,MATRIX,TENT,BLANCO,28
HGKZ50,2019,TREMAC,SR TOLVA HALF ROUND,BLANCO,28
HHWL70,2012,VOLVO,FH13,BLANCO,36
HHWR43,2009,VOLVO,FM 12,NARANJO,5
HJPB21,2015,NISSAN,NP 300 DCAB 4WD 2.3,PLATEADO PLATA,6
HKFF60,2016,FOTON,AUMARK 613 DC,BLANCO,5
HKSS62,2016,JAC,URBAN HFC1042 D/C,BLANCO,5
HKTJ37,2016,MERCEDES BENZ,ATEGO 1726 48,BLANCO,5
HKTJ38,2016,MERCEDES BENZ,ATEGO 1726 48,BLANCO,5
HPFZ46,2016,CHEVROLET,FRR 1119,BLANCO,5
HPYH93,2004,HYUNDAI,MIGHTY II,BLANCO,5
HSJF85,2012,KIA MOTORS,SPORTAGE EX AUT FULL 4X4,NEGRO,29
HTBC28,2000,VOLVO,VNL64T 770,BLANCO,36
HTTV70,2008,VOLVO,FH13,BLANCO,36
HVTS63,2011,VOLVO,FM 12,BLANCO,5
HVTT40,2016,MERCEDES BENZ,ACCELO 815,BLANCO,5
HXDK90,2021,FAMEDI,SRF-FMD,BLANCO,28
HXFG81,2020,RANDON,SR PT CS 0330,NEGRO,28
HXFS36,2018,RANDON,SR PT CS,NEGRO,28
HXHF62,2018,INOXMAQUEHUA,ESTANQUE,ROJO,28
HXHG53,2021,GOREN,SR 3M 30,GRIS ROJO,28
HXKD18,2016,HYUNDAI,HD 78 STD,BLANCO,5
HYSD96,2009,VOLVO,VNL64T,BLANCO,36
HZXZ44,2017,MERCEDES BENZ,ACCELO 1016 44,BLANCO,5
JA3771,1989,SCHMITZ,SCF 20,AZUL,28
JA4673,1996,GOREN,BARANDA,ROJO,28
JA8292,1995,GOREN,SR,BLANCO,28
JB8328,1998,GRECO,PLATAFORMA,BLANCO,28
JBGL75,2004,VOLVO,FH 12,ROJO,36
JC1206,1992,MONTENEGRO,1383,ROJO/BLANCO,28
JC1231,1990,YORK,LD36CS,GRIS,28
JC1233,1984,FRUEHAUF,S/M,GRIS,28
JC1251,1984,RELIANCE,SR12.50MTS,ROJO,28
JC1252,1998,GOREN,SR 12.50MTS,ROJO,28
JC1264,1982,FRUEHAUF,SR12.25MTS,ROJO,28
JDGH47,2005,MAZDA,DEMIO,AZUL,2
JDGR86,2003,MERCEDES BENZ,ATEGO,VERDE,5
JDZB93,2017,CATERPILLAR,416F2,AMARILLO,17
JE3957,1992,CARVAJAL,S/M,ROJO,25
JE4042,2005,RANDON,SR BA AB 03 20,GRIS BLANCO,28
JFXF70,2006,HONDA,EDIX 1.7 AUT,PLATEADO PLATA,29
JFXF96,2011,VOLVO,FM,ROJO,36
JFXG11,2004,HYUNDAI,PORTER SUPER,BLANCO,6
JFXH49,2017,FREIGHTLINER,M2 106 EPA 10,BLANCO,5
JFXH50,2017,FREIGHTLINER,M2 106 EPA 10,BLANCO,5
JFXH52,2017,FREIGHTLINER,M2 106 EPA 10,BLANCO,5
JG1301,2001,HECHIZO,HECHIZO,BLANCO,28
JG1569,2007,RANDON,TR-300,BLANCO GRIS,28
JG1607,2011,TREMAC,TOLVA 20 M3,BLANCO,28
JG1710,2014,RANDON,SR PT CS 0330,NEGRO,28
JG9137,2005,ADIGE,25RN1V78,ROJO,28
JG9148,2010,GOREN,R2M18 9,GRIS ROJO,25
JG9159,2010,RANDON,SR BA AB 03 20,BLANCO,28
JG9185,2010,TREMAC,TOLVA,BLANCO,28
JG9819,1996,UTILITY,VS2R 48 156,BLANCO,28
JG9958,2015,RANDON,SR PT CS 0330,NEGRO,28
JGPW56,2017,MITSUBISHI,CANTER 915 E5,BLANCO,5
JGZP88,2017,VOLVO,FH,BLANCO,36
JH2765,2007,RANDON,SR BA AB,BLANCO,28
JH5150,2009,CHEETAH,SM,VERDE,28
JH5153,2014,SHENGYUANTON,871632910,ROJO,28
JH5283,2018,RANDON,RQPTCS216,NEGRO,25
